2021-05-04 02:36:46,283 : Heading Extraction Kalydeco II-86-PI-clean_SmPC.json : Starting Heading Extraction | CAP |  en | 0 | Kalydeco II-86-PI-clean_SmPC.json
2021-05-04 02:44:00,078 : Heading Extraction Kalydeco II-86-PI-clean_SmPC.json : Starting Heading Extraction | CAP |  en | 0 | Kalydeco II-86-PI-clean_SmPC.json
2021-05-04 02:44:00,437 : Heading Extraction Kalydeco II-86-PI-clean_SmPC.json : Started Extracting Heading | CAP |  en | 0 | Kalydeco II-86-PI-clean_SmPC.json
2021-05-04 02:44:00,679 : Heading Extraction Kalydeco II-86-PI-clean_SmPC.json : Match Passed | CAP |  en | 0 | Kalydeco II-86-PI-clean_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-04 02:49:08,840 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'In clinical studies, subgroup analyses based on age and gender did not indicate any difference in safety and efficacy in insulin glargine-treated patients compared to the entire study population.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:08,936 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-04 02:49:08,947 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Failed As Previous Heading Found is not matching | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20013' | currParentHeadId :- '20012.0' | prevParentHeadId :- '20038'
2021-05-04 02:49:08,987 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-04 02:49:08,999 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Failed As Previous Heading Found is not matching | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20019' | currParentHeadId :- '20017.0' | prevParentHeadId :- '20038'
2021-05-04 02:49:09,011 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-04 02:49:09,023 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Failed As Previous Heading Found is not matching | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20021' | currParentHeadId :- '20020.0' | prevParentHeadId :- '20038'
2021-05-04 02:49:09,057 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-04 02:49:09,071 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Failed As Previous Heading Found is not matching | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20028' | currParentHeadId :- '20027.0' | prevParentHeadId :- '20038'
2021-05-04 02:49:09,089 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-04 02:49:09,103 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Failed As Previous Heading Found is not matching | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20031' | currParentHeadId :- '20030.0' | prevParentHeadId :- '20038'
2021-05-04 02:49:09,132 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Paediatric population' | Matched :- 'True'
2021-05-04 02:49:09,145 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Failed As Previous Heading Found is not matching | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20037' | currParentHeadId :- '20033.0' | prevParentHeadId :- '20038'
2021-05-04 02:49:09,258 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:49:09,269 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed In Lowercase | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Paediatric population' | Qrd txt :- 'Use in the paediatric population' | Matched :- 'False'
2021-05-04 02:49:09,600 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '5.3     Preclinical safety data' | Qrd txt :- '5.3 Preclinical safety data' | Matched :- 'True'
2021-05-04 02:49:09,612 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20045' | currParentHeadId :- '20032.0' | prevParentHeadId :- '20038'
2021-05-04 02:49:09,891 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Non-clinical data reveal no special hazard for humans based on conventional studies of safety pharmacology, repeated dose toxicity, genotoxicity, carcinogenic potential, toxicity to reproduction.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:10,150 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '6.       PHARMACEUTICAL PARTICULARS' | Qrd txt :- '6. PHARMACEUTICAL PARTICULARS' | Matched :- 'True'
2021-05-04 02:49:10,161 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20047' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20045'
2021-05-04 02:49:10,485 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '6.1     List of excipients' | Qrd txt :- '6.1 List of excipients' | Matched :- 'True'
2021-05-04 02:49:10,494 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20048' | currParentHeadId :- '20047.0' | prevParentHeadId :- '20047'
2021-05-04 02:49:12,676 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '6.2     Incompatibilities' | Qrd txt :- '6.2 Incompatibilities' | Matched :- 'True'
2021-05-04 02:49:12,687 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20049' | currParentHeadId :- '20047.0' | prevParentHeadId :- '20048'
2021-05-04 02:49:12,902 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'This medicinal product must not be mixed with other medicinal products. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:12,922 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'This medicinal product must not be mixed with other medicinal products. ' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:49:13,350 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '6.3     Shelf life' | Qrd txt :- '6.3 Shelf life' | Matched :- 'True'
2021-05-04 02:49:13,363 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20050' | currParentHeadId :- '20047.0' | prevParentHeadId :- '20049'
2021-05-04 02:49:14,166 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'The medicinal product may be stored for a maximum of 28 days up to 30°C and away from direct heat or direct light. Pens in use must not be stored in the refrigerator. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:14,342 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'The pen cap must be put back on the pen after each injection in order to protect from light.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:14,750 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '6.4     Special precautions for storage' | Qrd txt :- '6.4 Special precautions for storage' | Matched :- 'True'
2021-05-04 02:49:14,760 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20051' | currParentHeadId :- '20047.0' | prevParentHeadId :- '20050'
2021-05-04 02:49:16,148 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Keep the pre-filled pen in the outer carton in order to protect from light.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:16,614 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'For storage conditions after first opening of this medicinal product, see section 6.3.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:17,065 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '6.5     Nature and contents of container' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'True'
2021-05-04 02:49:17,076 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20052' | currParentHeadId :- '20047.0' | prevParentHeadId :- '20051'
2021-05-04 02:49:17,542 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '3 mL solution in a cartridge (type 1 colourless glass) with a plunger (halobutyl rubber) and a disc seal (laminate of polyisoprene and halobutyl rubber) with aluminium seal. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:17,809 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'The cartridge is sealed in a disposable pen injector. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:17,824 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'The cartridge is sealed in a disposable pen injector. ' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:49:19,668 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '6.6     Special precautions for disposal and other handling' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:19,677 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '6.6     Special precautions for disposal and other handling' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'True'
2021-05-04 02:49:19,689 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20053' | currParentHeadId :- '20047.0' | prevParentHeadId :- '20052'
2021-05-04 02:49:20,009 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'ABASAGLAR must not be mixed with any other insulin or medicinal products or diluted. Mixing or diluting can change its time/action profile and mixing can cause precipitation.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:20,394 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'ABASAGLAR must not be mixed with any other insulin or diluted. Mixing or diluting can change its time/action profile and mixing can cause precipitation.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:20,694 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Empty pens must never be reused and must be properly discarded. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:21,026 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'To prevent the possible transmission of disease, each pen must be used by one patient only. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:21,060 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'To prevent the possible transmission of disease, each pen must be used by one patient only. ' | Qrd txt :- '6.6 Special precautions for disposal <and other handling>' | Matched :- 'False'
2021-05-04 02:49:21,410 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Insulin label must always be checked before each injection to avoid medication errors between insulin glargine and other insulins (see section 4.4).' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:21,608 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'The patient should be advised to read the instructions for use included in the package leaflet carefully before using ABASAGLAR solution for injection in pre‑filled pen.' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:22,201 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '7.       MARKETING AUTHORISATION HOLDER' | Qrd txt :- '7. MARKETING AUTHORISATION HOLDER' | Matched :- 'True'
2021-05-04 02:49:22,213 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20055' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20053'
2021-05-04 02:49:22,987 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '8.       MARKETING AUTHORISATION NUMBER(S)' | Qrd txt :- '7. MARKETING AUTHORISATION HOLDER' | Matched :- 'False'
2021-05-04 02:49:22,988 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '8.       MARKETING AUTHORISATION NUMBER(S)' | Qrd txt :- '8. MARKETING AUTHORISATION NUMBER(S)' | Matched :- 'True'
2021-05-04 02:49:22,999 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20056' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20055'
2021-05-04 02:49:24,753 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '9.       DATE OF FIRST AUTHORISATION/RENEWAL OF THE AUTHORISATION' | Qrd txt :- '9. DATE OF FIRST AUTHORISATION/RENEWAL OF THE AUTHORISATION' | Matched :- 'True'
2021-05-04 02:49:24,763 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20057' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20056'
2021-05-04 02:49:26,004 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '10.     DATE OF REVISION OF THE TEXT' | Qrd txt :- '10. DATE OF REVISION OF THE TEXT' | Matched :- 'True'
2021-05-04 02:49:26,014 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20058' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20057'
2021-05-04 02:49:26,303 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Detailed information on this medicinal product is available on the website of the European Medicines Agency http://www.ema.europa.eu' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:48,595 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Starting Heading Extraction | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json
2021-05-04 02:49:48,595 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Starting Heading Extraction | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json
2021-05-04 02:49:48,876 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Started Extracting Heading | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json
2021-05-04 02:49:48,876 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Started Extracting Heading | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json
2021-05-04 02:49:49,128 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-04 02:49:49,128 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Qrd txt :- 'SUMMARY OF PRODUCT CHARACTERISTICS' | Matched :- 'True'
2021-05-04 02:49:49,136 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed As This The First Heading | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20001' | currParentHeadId :- 'nan' | prevParentHeadId :- ''
2021-05-04 02:49:49,136 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed As This The First Heading | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20001' | currParentHeadId :- 'nan' | prevParentHeadId :- ''
2021-05-04 02:49:49,180 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '1.       NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-05-04 02:49:49,180 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '1.       NAME OF THE MEDICINAL PRODUCT' | Qrd txt :- '1. NAME OF THE MEDICINAL PRODUCT' | Matched :- 'True'
2021-05-04 02:49:49,193 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Flow Is Broken | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20003' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20001'
2021-05-04 02:49:49,193 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Flow Is Broken | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20003' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20001'
2021-05-04 02:49:49,197 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20003' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20001'
2021-05-04 02:49:49,197 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20003' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20001'
2021-05-04 02:49:49,792 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '2.       QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-05-04 02:49:49,792 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '2.       QUALITATIVE AND QUANTITATIVE COMPOSITION' | Qrd txt :- '2. QUALITATIVE AND QUANTITATIVE COMPOSITION' | Matched :- 'True'
2021-05-04 02:49:49,805 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20004' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20003'
2021-05-04 02:49:49,805 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20004' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20003'
2021-05-04 02:49:50,535 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Each cartridge contains 3 mL of solution for injection, equivalent to 300 units. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:50,535 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Failed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- 'Each cartridge contains 3 mL of solution for injection, equivalent to 300 units. ' | Qrd txt :- '6.5 Nature and contents of container <and special equipment for use administration or implantation>' | Matched :- 'False'
2021-05-04 02:49:51,335 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '3.       PHARMACEUTICAL FORM' | Qrd txt :- '3. PHARMACEUTICAL FORM' | Matched :- 'True'
2021-05-04 02:49:51,335 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '3.       PHARMACEUTICAL FORM' | Qrd txt :- '3. PHARMACEUTICAL FORM' | Matched :- 'True'
2021-05-04 02:49:51,351 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Flow Is Broken | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20008' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20004'
2021-05-04 02:49:51,351 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Flow Is Broken | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20008' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20004'
2021-05-04 02:49:51,351 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20008' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20004'
2021-05-04 02:49:51,351 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20008' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20004'
2021-05-04 02:49:52,155 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '4.       CLINICAL PARTICULARS' | Qrd txt :- '4. CLINICAL PARTICULARS' | Matched :- 'True'
2021-05-04 02:49:52,155 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '4.       CLINICAL PARTICULARS' | Qrd txt :- '4. CLINICAL PARTICULARS' | Matched :- 'True'
2021-05-04 02:49:52,155 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20009' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20008'
2021-05-04 02:49:52,155 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20009' | currParentHeadId :- '20001.0' | prevParentHeadId :- '20008'
2021-05-04 02:49:52,252 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '4.1     Therapeutic indications' | Qrd txt :- '4.1 Therapeutic indications' | Matched :- 'True'
2021-05-04 02:49:52,252 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Match Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | Doc txt :- '4.1     Therapeutic indications' | Qrd txt :- '4.1 Therapeutic indications' | Matched :- 'True'
2021-05-04 02:49:52,267 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20010' | currParentHeadId :- '20009.0' | prevParentHeadId :- '20009'
2021-05-04 02:49:52,267 : Heading Extraction Abasaglar-h-2835-en_SmPC.json : Validation Passed | CAP |  en | 0 | Abasaglar-h-2835-en_SmPC.json | currHeadId :- '20010' | currParentHeadId :- '20009.0' | prevParentHeadId :- '20009'
