,id,domain,Procedure type,Document type,Language code,Display code,Name,parent_id,Mandatory,heading_id
2210,64057,H,CAP,SmPC,lv,9,PIRMĀS REĢISTRĀCIJAS/PĀRREĢISTRĀCIJAS DATUMS,64001.0,True,57
2211,64058,H,CAP,SmPC,lv,10,TEKSTA PĀRSKATĪŠANAS DATUMS,64001.0,True,58
2212,64059,H,CAP,SmPC,lv,11,DOZIMETRIJA,64001.0,False,59
2213,64060,H,CAP,SmPC,lv,12,NORĀDĪJUMI PAR RADIOFARMACEITISKO ZĀĻU SAGATAVOŠANU,64001.0,False,60
2214,65001,H,CAP,Annex II,lv,,II PIELIKUMS,,True,1
2215,65002,H,CAP,Annex II,lv,A,"<BIOLOĢISKI AKTĪVĀS(-O) VIELAS (-U) RAŽOTĀJS(-I) UN> RAŽOTĀJS(-I), KAS ATBILD PAR SĒRIJAS IZLAIDI",65001.0,True,2
2216,65003,H,CAP,Annex II,lv,,Bioloģiski aktīvās(-o) vielas(-u) ražotāja(-u) nosaukums un adrese,65002.0,False,3
2217,65004,H,CAP,Annex II,lv,,"Ražotāja(-u), kas atbild par sērijas izlaidi, nosaukums un adrese",65002.0,True,4
2218,65005,H,CAP,Annex II,lv,B,IZSNIEGŠANAS KĀRTĪBAS UN LIETOŠANAS NOSACĪJUMI VAI IEROBEŽOJUMI,65001.0,True,5
2219,65006,H,CAP,Annex II,lv,,Oficiāla sērijas izlaide,65005.0,False,6
2220,65007,H,CAP,Annex II,lv,C,CITI REĢISTRĀCIJAS NOSACĪJUMI UN PRASĪBAS ,65001.0,True,7
2221,65008,H,CAP,Annex II,lv,,Periodiski atjaunojamais drošuma ziņojums (PSUR),65007.0,True,8
2222,65009,H,CAP,Annex II,lv,D,NOSACĪJUMI VAI IEROBEŽOJUMI ATTIECĪBĀ UZ DROŠU UN EFEKTĪVU ZĀĻU LIETOŠANU  ,65001.0,True,9
2223,65010,H,CAP,Annex II,lv,,Riska pārvaldības plāns (RPP),65009.0,True,10
2224,65011,H,CAP,Annex II,lv,,Papildu riska mazināšanas pasākumi,65009.0,False,11
2225,65012,H,CAP,Annex II,lv,,Saistības veikt pēcreģistrācijas pasākumus,65009.0,False,12
2226,65013,H,CAP,Annex II,lv,E,"ĪPAŠAS SAISTĪBAS, LAI VEIKTU PĒCREĢISTRĀCIJAS PASĀKUMUS <ZĀLĒM, KAS REĢISTRĒTAS AR NOSACĪJUMIEM><ZĀLĒM, KAS REĢISTRĒTAS „IZŅĒMUMA KĀRTĀ”>",65001.0,False,13
2227,66001,H,CAP,Labelling,lv,A,MARĶĒJUMA TEKSTS,,True,1
2228,66002,H,CAP,Labelling,lv,,"INFORMĀCIJA, KAS JĀNORĀDA UZ <ĀRĒJĀ IEPAKOJUMA > <UN> < UZ TIEŠĀ IEPAKOJUMA>",66001.0,True,2
2229,66003,H,CAP,Labelling,lv,1,ZĀĻU NOSAUKUMS,66002.0,True,3
2230,66004,H,CAP,Labelling,lv,2,AKTĪVĀS(-O) VIELAS(-U) NOSAUKUMS(-I) UN DAUDZUMS(-I),66002.0,True,4
2231,66005,H,CAP,Labelling,lv,3,PALĪGVIELU SARAKSTS,66002.0,True,5
2232,66006,H,CAP,Labelling,lv,4,ZĀĻU FORMA UN SATURS,66002.0,True,6
2233,66007,H,CAP,Labelling,lv,5,LIETOŠANAS UN IEVADĪŠANAS VEIDS(-I) ,66002.0,True,7
2234,66008,H,CAP,Labelling,lv,6,ĪPAŠI BRĪDINĀJUMI PAR ZĀĻU UZGLABĀŠANU BĒRNIEM NEREDZAMĀ UN NEPIEEJAMĀ VIETĀ,66002.0,True,8
2235,66009,H,CAP,Labelling,lv,7,"CITI ĪPAŠI BRĪDINĀJUMI, JA NEPIECIEŠAMS",66002.0,True,9
2236,66010,H,CAP,Labelling,lv,8,DERĪGUMA TERMIŅŠ,66002.0,True,10
2237,66011,H,CAP,Labelling,lv,9,ĪPAŠI UZGLABĀŠANAS NOSACĪJUMI,66002.0,True,11
2238,66012,H,CAP,Labelling,lv,10,"ĪPAŠI PIESARDZĪBAS PASĀKUMI, IZNĪCINOT NEIZLIETOTĀS ZĀLES VAI IZMANTOTOS MATERIĀLUS, KAS BIJUŠI SASKARĒ AR ŠĪM ZĀLĒM, JA PIEMĒROJAMS",66002.0,True,12
2239,66013,H,CAP,Labelling,lv,11,REĢISTRĀCIJAS APLIECĪBAS ĪPAŠNIEKA NOSAUKUMS UN ADRESE ,66002.0,True,13
2240,66014,H,CAP,Labelling,lv,12,REĢISTRĀCIJAS APLIECĪBAS NUMURS(-I),66002.0,True,14
2241,66015,H,CAP,Labelling,lv,13,"SĒRIJAS NUMURS<, DĀVINĀJUMA UN ZĀĻU KODS>",66002.0,True,15
2242,66016,H,CAP,Labelling,lv,14,IZSNIEGŠANAS KĀRTĪBA,66002.0,True,16
2243,66017,H,CAP,Labelling,lv,15,NORĀDĪJUMI PAR LIETOŠANU,66002.0,True,17
2244,66018,H,CAP,Labelling,lv,16,INFORMĀCIJA BRAILA RAKSTĀ  ,66002.0,True,18
2245,66019,H,CAP,Labelling,lv,17,UNIKĀLS IDENTIFIKATORS – 2D SVĪTRKODS,66002.0,True,19
2246,66020,H,CAP,Labelling,lv,18,"UNIKĀLS IDENTIFIKATORS – DATI, KURUS VAR NOLASĪT PERSONA",66002.0,True,20
2247,66021,H,CAP,Labelling,lv,,"MINIMĀLĀ INFORMĀCIJA, KAS JĀNORĀDA UZ BLISTERA VAI PLĀKSNĪTES",66001.0,True,21
2248,66022,H,CAP,Labelling,lv,1,ZĀĻU NOSAUKUMS ,66021.0,True,22
2249,66023,H,CAP,Labelling,lv,2,REĢISTRĀCIJAS APLIECĪBAS ĪPAŠNIEKA NOSAUKUMS ,66021.0,True,23
2250,66024,H,CAP,Labelling,lv,3,DERĪGUMA TERMIŅŠ ,66021.0,True,24
2251,66025,H,CAP,Labelling,lv,4,"SĒRIJAS NUMURS<, DĀVINĀJUMA UN ZĀĻU KODS>",66021.0,True,25
2252,66026,H,CAP,Labelling,lv,5,CITA,66021.0,True,26
2253,66027,H,CAP,Labelling,lv,,"MINIMĀLĀ INFORMĀCIJA, KAS JĀNORĀDA UZ MAZA IZMĒRA TIEŠĀ IEPAKOJUMA",66001.0,True,27
2254,66028,H,CAP,Labelling,lv,1,ZĀĻU NOSAUKUMS UN IEVADĪŠANAS VEIDS(-I) ,66027.0,True,28
2255,66029,H,CAP,Labelling,lv,2,LIETOŠANAS VEIDS,66027.0,True,29
2256,66030,H,CAP,Labelling,lv,3,DERĪGUMA TERMIŅŠ,66027.0,True,30
2257,66031,H,CAP,Labelling,lv,4,"SĒRIJAS NUMURS<, DĀVINĀJUMA UN ZĀĻU KODS>",66027.0,True,31
2258,66032,H,CAP,Labelling,lv,5,"SATURA SVARS, TILPUMS VAI VIENĪBU DAUDZUMS",66027.0,True,32
2259,66033,H,CAP,Labelling,lv,6,CITA,66027.0,True,33
2260,67001,H,CAP,Package leaflet,lv,B,LIETOŠANAS INSTRUKCIJA,,True,1
2261,67002,H,CAP,Package leaflet,lv,,"qŠīm zālēm tiek piemērota papildu uzraudzība. Tādējādi būs iespējams ātri identificēt jaunāko informāciju par šo zāļu drošumu. Jūs varat palīdzēt, ziņojot par jebkādām novērotajām blakusparādībām. Par to, kā ziņot par blakusparādībām, skatīt 4. punkta beigās.",67001.0,False,2
2262,67003,H,CAP,Package leaflet,lv,,Šajā instrukcijā varat uzzināt: ,67001.0,True,3
2263,67004,H,CAP,Package leaflet,lv,1,Kas ir X un kādam nolūkam tās/to lieto,67001.0,True,4
2264,67005,H,CAP,Package leaflet,lv,2,Kas Jums jāzina pirms X lietošanas,67001.0,True,5
2265,67006,H,CAP,Package leaflet,lv,,Nelietojiet X šādos gadījumos<:>,67005.0,True,6
2266,67007,H,CAP,Package leaflet,lv,,Brīdinājumi un piesardzība lietošanā,67005.0,True,7
2267,67008,H,CAP,Package leaflet,lv,,Bērni un <pusaudži> ,67005.0,True,8
2268,67009,H,CAP,Package leaflet,lv,,Citas zāles un X,67005.0,True,9
2269,67010,H,CAP,Package leaflet,lv,,"X kopā ar <uzturu> <un> <,> <dzērienu> <un> <alkoholu>",67005.0,True,10
2270,67011,H,CAP,Package leaflet,lv,,"Grūtniecība <un> <,> barošana ar krūti <un fertilitāte>",67005.0,True,11
2271,67012,H,CAP,Package leaflet,lv,,Transportlīdzekļu vadīšana un mehānismu apkalpošana,67005.0,True,12
2272,67013,H,CAP,Package leaflet,lv,,X satur {palīgvielas(-u) nosaukums(-i)},67005.0,False,13
2273,67014,H,CAP,Package leaflet,lv,3,Kā lietot X,67001.0,True,14
2274,67015,H,CAP,Package leaflet,lv,,Lietošana bērniem <un pusaudžiem>,67014.0,False,15
2275,67016,H,CAP,Package leaflet,lv,,Ja esat lietojis X vairāk nekā noteikts,67014.0,False,16
2276,67017,H,CAP,Package leaflet,lv,,Ja esat aizmirsis lietot X,67014.0,False,17
2277,67018,H,CAP,Package leaflet,lv,,Ja pārtraucat lietot X,67014.0,False,18
2278,67019,H,CAP,Package leaflet,lv,4,Iespējamās blakusparādības,67001.0,True,19
2279,67020,H,CAP,Package leaflet,lv,,Papildu blakusparādības bērniem <un pusaudžiem>,67019.0,False,20
2280,67021,H,CAP,Package leaflet,lv,,Ziņošana par blakusparādībām,67019.0,True,21
2281,67022,H,CAP,Package leaflet,lv,5,Kā uzglabāt X,67001.0,True,22
2282,67023,H,CAP,Package leaflet,lv,6,Iepakojuma saturs un cita informācija,67001.0,True,23
2283,67024,H,CAP,Package leaflet,lv,,Ko X satur,67023.0,True,24
2284,67025,H,CAP,Package leaflet,lv,,X ārējais izskats un iepakojums,67023.0,True,25
2285,67026,H,CAP,Package leaflet,lv,,Reģistrācijas apliecības īpašnieks un ražotājs,67023.0,True,26
2286,67027,H,CAP,Package leaflet,lv,,"Lai saņemtu papildu informāciju par šīm zālēm, lūdzam sazināties ar reģistrācijas apliecības īpašnieka vietējo pārstāvniecību:",67023.0,False,27
2287,67028,H,CAP,Package leaflet,lv,,Šī lietošanas instrukcija pēdējo reizi pārskatīta <{MM/GGGG}> <GGGG. gada mēnesis}>.,67023.0,True,28
2288,67029,H,CAP,Package leaflet,lv,,Citi informācijas avoti,67023.0,False,29
2289,67030,H,CAP,Package leaflet,lv,,Tālāk sniegtā informācija paredzēta tikai veselības aprūpes speciālistiem.,67001.0,False,30
2290,68001,H,CAP,SmPC,mt,,SOMMARJU TAL-KARATTERISTIĊI TAL-PRODOTT,,True,1
2291,68002,H,CAP,SmPC,mt,,qDan il-prodott mediċinali huwa suġġett għal monitoraġġ addizzjonali. Dan ser jippermetti identifikazzjoni ta’ malajr ta’ informazzjoni ġdida dwar is-sigurtà. Il-professjonisti tal-kura tas-saħħa huma mitluba jirrappurtaw kwalunkwe reazzjoni avversa suspettata. Ara sezzjoni 4.8 dwar kif għandhom jiġu rappurtati reazzjonijiet avversi.,68001.0,False,2
2292,68003,H,CAP,SmPC,mt,1,ISEM IL-PRODOTT MEDIĊINALI,68001.0,True,3
2293,68004,H,CAP,SmPC,mt,2,GĦAMLA KWALITATTIVA U KWANTITATTIVA,68001.0,True,4
2294,68005,H,CAP,SmPC,mt,2.1,Deskrizzjoni ġenerali,68004.0,False,5
2295,68006,H,CAP,SmPC,mt,2.2,Għamla kwalitattiva u kwantitattiva,68004.0,False,6
2296,68007,H,CAP,SmPC,mt,,Eċċipjent(i) b’effett magħruf,68006.0,False,7
2297,68008,H,CAP,SmPC,mt,3,GĦAMLA FARMAĊEWTIKA,68001.0,True,8
2298,68009,H,CAP,SmPC,mt,4,TAGĦRIF KLINIKU,68001.0,True,9
2299,68010,H,CAP,SmPC,mt,4.1,Indikazzjonijiet terapewtiċi,68009.0,True,10
2300,68011,H,CAP,SmPC,mt,4.2,Pożoloġija u metodu ta’ kif għandu jingħata,68009.0,True,11
2301,68012,H,CAP,SmPC,mt,,Pożoloġija,68011.0,True,12
2302,68013,H,CAP,SmPC,mt,,Popolazzjoni pedjatrika,68012.0,True,13
2303,68014,H,CAP,SmPC,mt,,Metodu ta’ kif għandu jingħata,68011.0,True,14
2304,68015,H,CAP,SmPC,mt,,Prekawzjonijiet li għandhom jittieħdu qabel tmiss il-prodott mediċinali jew qabel tagћti l-prodott mediċinali,68014.0,False,15
2305,68016,H,CAP,SmPC,mt,4.3,Kontraindikazzjonijiet,68009.0,True,16
2306,68017,H,CAP,SmPC,mt,4.4,Twissijiet speċjali u prekawzjonijiet għall-użu,68009.0,True,17
2307,68018,H,CAP,SmPC,mt,,Traċċabilità,68017.0,False,18
2308,68019,H,CAP,SmPC,mt,,Popolazzjoni pedjatrika,68017.0,False,19
2309,68020,H,CAP,SmPC,mt,4.5,Interazzjoni ma’ prodotti mediċinali oħra u forom oħra ta’ interazzjoni,68009.0,True,20
2310,68021,H,CAP,SmPC,mt,,Popolazzjoni pedjatrika,68020.0,False,21
2311,68022,H,CAP,SmPC,mt,4.6,"Fertilità, tqala u treddigħ",68009.0,True,22
2312,68023,H,CAP,SmPC,mt,,Tqala,68022.0,False,23
2313,68024,H,CAP,SmPC,mt,,Treddigħ,68022.0,False,24
2314,68025,H,CAP,SmPC,mt,,Fertilità,68022.0,False,25
2315,68026,H,CAP,SmPC,mt,4.7,Effetti fuq il-ħila biex issuq u tħaddem magni,68009.0,True,26
2316,68027,H,CAP,SmPC,mt,4.8,Effetti mhux mixtieqa,68009.0,True,27
2317,68028,H,CAP,SmPC,mt,,Popolazzjoni pedjatrika,68027.0,False,28
2318,68029,H,CAP,SmPC,mt,,Rappurtar ta’ reazzjonijiet avversi suspettati,68027.0,True,29
2319,68030,H,CAP,SmPC,mt,4.9,Doża eċċessiva,68009.0,True,30
2320,68031,H,CAP,SmPC,mt,,Popolazzjoni pedjatrika,68030.0,False,31
2321,68032,H,CAP,SmPC,mt,5,PROPRJETAJIET FARMAKOLOĠIĊI,68001.0,True,32
2322,68033,H,CAP,SmPC,mt,5.1,Proprjetajiet farmakodinamiċi,68032.0,True,33
2323,68034,H,CAP,SmPC,mt,,Mekkaniżmu ta’ azzjoni,68033.0,False,34
2324,68035,H,CAP,SmPC,mt,,Effetti farmakodinamiċi,68033.0,False,35
2325,68036,H,CAP,SmPC,mt,,Effikaċja klinika u sigurtà,68033.0,False,36
2326,68037,H,CAP,SmPC,mt,,Popolazzjoni pedjatrika,68033.0,False,37
2327,68038,H,CAP,SmPC,mt,5.2,Tagħrif farmakokinetiku,68032.0,True,38
2328,68039,H,CAP,SmPC,mt,,Assorbiment,68038.0,False,39
2329,68040,H,CAP,SmPC,mt,,Distribuzzjoni,68038.0,False,40
2330,68041,H,CAP,SmPC,mt,,Bijotrasformazzjoni,68038.0,False,41
2331,68042,H,CAP,SmPC,mt,,Eliminazzjoni,68038.0,False,42
2332,68043,H,CAP,SmPC,mt,,Linearità/nuqqas ta’ linearità,68038.0,False,43
2333,68044,H,CAP,SmPC,mt,,Relazzjoni(-jiet) farmakokinetika(ċi)/farmakodinamika(ċi),68038.0,False,44
2334,68045,H,CAP,SmPC,mt,5.3,Tagħrif ta' qabel l-użu kliniku dwar is-sigurtà,68032.0,True,45
2335,68046,H,CAP,SmPC,mt,,Valutazzjoni tar-riskju ambjentali (ERA),68045.0,False,46
2336,68047,H,CAP,SmPC,mt,6,TAGĦRIF FARMAĊEWTIKU,68001.0,True,47
2337,68048,H,CAP,SmPC,mt,6.1,Lista ta’ eċċipjenti,68047.0,True,48
2338,68049,H,CAP,SmPC,mt,6.2,Inkompatibbiltajiet,68047.0,True,49
2339,68050,H,CAP,SmPC,mt,6.3,Żmien kemm idum tajjeb il-prodott mediċinali,68047.0,True,50
2340,68051,H,CAP,SmPC,mt,6.4,Prekawzjonijiet speċjali għall-ħażna,68047.0,True,51
2341,68052,H,CAP,SmPC,mt,6.5,"In-natura tal-kontenitur u ta’ dak li hemm ġo fih <u apparat speċjali għall-użu, għall- amministrazzjoni jew għall-impjant",68047.0,True,52
2342,68053,H,CAP,SmPC,mt,6.6,Prekawzjonijiet speċjali għar-rimi u għal immaniġġar ieħor,68047.0,True,53
2343,68054,H,CAP,SmPC,mt,,Użu fil-popolazzjoni pedjatrika,68053.0,False,54
2344,68055,H,CAP,SmPC,mt,7,DETENTUR TAL-AWTORIZZAZZJONI GĦAT-TQEGĦID FIS-SUQ,68001.0,True,55
2345,68056,H,CAP,SmPC,mt,8,NUMRU(I) TAL-AWTORIZZAZZJONI GĦAT-TQEGĦID FIS-SUQ ,68001.0,True,56
2346,68057,H,CAP,SmPC,mt,9,DATA TAL-EWWEL AWTORIZZAZZJONI/TIĠDID TAL-AWTORIZZAZZJONI,68001.0,True,57
2347,68058,H,CAP,SmPC,mt,10,DATA TA’ REVIŻJONI TAT-TEST,68001.0,True,58
2348,68059,H,CAP,SmPC,mt,11,DOŻIMETRIJA,68001.0,False,59
2349,68060,H,CAP,SmPC,mt,12,ISTRUZZJONIJIET GĦALL-PREPARAZZJONI TA’ PRODOTTI RADJUFARMAĊEWTIĊI,68001.0,False,60
2350,69001,H,CAP,Annex II,mt,,ANNESS II,,True,1
2351,69002,H,CAP,Annex II,mt,A,<MANIFATTUR(I) TAS-SUSTANZA/I) BIJOLOĠIKA(ĊI ATTIVA/I U> MANIFATTUR(I) RESPONSABBLI GĦALL-ĦRUĠ TAL-LOTT,69001.0,True,2
2352,69003,H,CAP,Annex II,mt,,Isem u indirizz tal-manifattur(i) tas-sustanza(i) bijoloġika(ċi attiva/i,69002.0,False,3
2353,69004,H,CAP,Annex II,mt,,Isem u indirizz tal-manifattur(i) responsabbli għall-ħruġ tal-lott,69002.0,True,4
2354,69005,H,CAP,Annex II,mt,B,KONDIZZJONIJIET JEW RESTRIZZJONIJIET RIGWARD IL-PROVVISTA U L-UŻU ,69001.0,True,5
2355,69006,H,CAP,Annex II,mt,,Ħruġ tal-lott uffiċjali,69005.0,False,6
2356,69007,H,CAP,Annex II,mt,C,KONDIZZJONIJIET U REKWIŻITI OĦRA TAL-AWTORIZZAZZJONI GĦAT-TQEGĦID FIS-SUQ,69001.0,True,7
2357,69008,H,CAP,Annex II,mt,,Rapporti perjodiċi aġġornati dwar is-sigurtà (PSURs),69007.0,True,8
2358,69009,H,CAP,Annex II,mt,D,KONDIZZJONIJIET JEW RESTRIZZJONIJIET FIR-RIGWARD TAL-UŻU SIGUR U EFFIKAĊI TAL-PRODOTT MEDIĊINALI ,69001.0,True,9
2359,69010,H,CAP,Annex II,mt,,Pjan tal-ġestjoni tar-riskju (RMP),69009.0,True,10
2360,69011,H,CAP,Annex II,mt,,Miżuri addizzjonali għall-minimizzazzjoni tar-riskji ,69009.0,False,11
2361,69012,H,CAP,Annex II,mt,,Obbligu biex jitwettqu miżuri ta’ wara l-awtorizzazzjoni ,69009.0,False,12
2362,69013,H,CAP,Annex II,mt,E,OBBLIGU SPEĊIFIKU BIEX MIŻURI TA’ WARA L-AWTORIZZAZJONI JIĠU KOMPLUTI GĦAL <L-AWTORIZZAZZJONI GĦAT-TQEGĦID FIS-SUQ KONDIZZJONALI> <L-AWTORIZZAZZJONI GĦAT-TQEGĦID FIS-SUQ TAĦT ĊIRKUSTANZI EĊĊEZZJONALI>,69001.0,False,13
2363,70001,H,CAP,Labelling,mt,A,TIKKETTAR,,True,1
2364,70002,H,CAP,Labelling,mt,,TAGĦRIF LI GĦANDU JIDHER FUQ <IL-PAKKETT TA’ BARRA> <U> <IL-PAKKETT LI JMISS MAL-PRODOTT>,70001.0,True,2
2365,70003,H,CAP,Labelling,mt,1,ISEM TAL-PRODOTT MEDIĊINALI,70002.0,True,3
2366,70004,H,CAP,Labelling,mt,2,DIKJARAZZJONI TAS-SUSTANZA(I) ATTIVA(I),70002.0,True,4
2367,70005,H,CAP,Labelling,mt,3,LISTA TA’ EĊĊIPJENTI,70002.0,True,5
2368,70006,H,CAP,Labelling,mt,4,GĦAMLA FARMAĊEWTIKA U KONTENUT,70002.0,True,6
2369,70007,H,CAP,Labelling,mt,5,MOD TA’ KIF U MNEJN JINGĦATA,70002.0,True,7
2370,70008,H,CAP,Labelling,mt,6,TWISSIJA SPEĊJALI LI L-PRODOTT MEDIĊINALI GĦANDU JINŻAMM FEJN MA JIDHIRX U MA JINTLAĦAQX MIT-TFAL,70002.0,True,8
2371,70009,H,CAP,Labelling,mt,7,"TWISSIJA(IET) SPEĊJALI OĦRA, JEKK MEĦTIEĠA",70002.0,True,9
2372,70010,H,CAP,Labelling,mt,8,DATA TA’ SKADENZA ,70002.0,True,10
2373,70011,H,CAP,Labelling,mt,9,KONDIZZJONIJIET SPEĊJALI TA’ KIF JINĦAŻEN,70002.0,True,11
2374,70012,H,CAP,Labelling,mt,10,"PREKAWZJONIJIET SPEĊJALI GĦAR-RIMI TA’ PRODOTTI MEDIĊINALI MHUX UŻATI JEW SKART MINN DAWN IL-PRODOTTI MEDIĊINALI,  JEKK HEMM BŻONN",70002.0,True,12
2375,70013,H,CAP,Labelling,mt,11,ISEM U INDIRIZZ TAD-DETENTUR TAL-AWTORIZZAZZJONI GĦAT-TQEGĦID FIS-SUQ ,70002.0,True,13
2376,70014,H,CAP,Labelling,mt,12,NUMRU(I) TAL-AWTORIZZAZZJONI GĦAT-TQEGĦID FIS-SUQ,70002.0,True,14
2377,70015,H,CAP,Labelling,mt,13,"NUMRU TAL-LOTT <, DONAZZJONI U KOWD TAL-PRODOTT> ",70002.0,True,15
2378,70016,H,CAP,Labelling,mt,14,KLASSIFIKAZZJONI ĠENERALI TA’ KIF JINGĦATA,70002.0,True,16
2379,70017,H,CAP,Labelling,mt,15,ISTRUZZJONIJIET DWAR L-UŻU,70002.0,True,17
2380,70018,H,CAP,Labelling,mt,16,INFORMAZZJONI BIL-BRAILLE,70002.0,True,18
2381,70019,H,CAP,Labelling,mt,17,IDENTIFIKATUR UNIKU – BARCODE 2D,70002.0,True,19
2382,70020,H,CAP,Labelling,mt,18,IDENTIFIKATUR UNIKU - DATA LI TINQARA MILL-BNIEDEM,70002.0,True,20
2383,70021,H,CAP,Labelling,mt,,TAGĦRIF MINIMU LI GĦANDU JIDHER FUQ IL-FOLJI JEW FUQ L-ISTRIXXI,70001.0,True,21
2384,70022,H,CAP,Labelling,mt,1,ISEM IL-PRODOTT MEDIĊINALI,70021.0,True,22
2385,70023,H,CAP,Labelling,mt,2,ISEM TAD-DETENTUR TAL-AWTORIZZAZZJONI GĦAT-TQEGĦID FIS-SUQ,70021.0,True,23
2386,70024,H,CAP,Labelling,mt,3,DATA TA’ SKADENZA,70021.0,True,24
2387,70025,H,CAP,Labelling,mt,4,"NUMRU TAL-LOTT <, DONAZZJONI U KOWD TAL-PRODOTT>",70021.0,True,25
2388,70026,H,CAP,Labelling,mt,5,OĦRAJN,70021.0,True,26
2389,70027,H,CAP,Labelling,mt,,TAGĦRIF MINIMU LI GĦANDU JIDHER FUQ IL-PAKKETTI Ż-ŻGĦAR EWLENIN,70001.0,True,27
2390,70028,H,CAP,Labelling,mt,1,ISEM TAL-PRODOTT MEDIĊINALI U MNEJN GĦANDU JINGĦATA,70027.0,True,28
2391,70029,H,CAP,Labelling,mt,2,METODU TA’ KIF GĦANDU JINGĦATA,70027.0,True,29
2392,70030,H,CAP,Labelling,mt,3,DATA TA’ SKADENZA,70027.0,True,30
2393,70031,H,CAP,Labelling,mt,4,"NUMRU TAL-LOTT <, DONAZZJONI U KOWD TAL-PRODOTT>",70027.0,True,31
2394,70032,H,CAP,Labelling,mt,5,"IL-KONTENUT SKONT IL-PIŻ, IL-VOLUM, JEW PARTI INDIVIDWALI",70027.0,True,32
2395,70033,H,CAP,Labelling,mt,6,OĦRAJN,70027.0,True,33
2396,71001,H,CAP,Package leaflet,mt,B,FULJETT TA’ TAGĦRIF,,True,1
2397,71002,H,CAP,Package leaflet,mt,,q Dan il-prodott mediċinali huwa suġġett għal monitoraġġ addizzjonali. Dan ser jippermetti identifikazzjoni ta’ malajr ta’ informazzjoni ġdida dwar is-sigurtà. Inti tista’ tgħin billi tirrapporta kwalunkwe effett sekondarju li jista’ jkollok. Ara t-tmiem ta’ sezzjoni 4 biex tara kif għandek tirrapporta effetti sekondarji. ,71001.0,False,2
2398,71003,H,CAP,Package leaflet,mt,,F’dan il-fuljett,71001.0,True,3
2399,71004,H,CAP,Package leaflet,mt,1,X’inhu X u gћalxiex jintuża,71001.0,True,4
2400,71005,H,CAP,Package leaflet,mt,2,X'għandek tkun taf qabel ma <tieħu> <tuża> X ,71001.0,True,5
2401,71006,H,CAP,Package leaflet,mt,,<Tiħux> <Tużax> X<:>,71005.0,True,6
2402,71007,H,CAP,Package leaflet,mt,,Twissijiet u prekawzjonijiet,71005.0,True,7
2403,71008,H,CAP,Package leaflet,mt,,Tfal <u adolexxenti>,71005.0,True,8
2404,71009,H,CAP,Package leaflet,mt,,Mediċini oħra u X,71005.0,True,9
2405,71010,H,CAP,Package leaflet,mt,,"X ma’ <ikel><u> <,> <xorb> <u> <alkoħol>",71005.0,True,10
2406,71011,H,CAP,Package leaflet,mt,,"Tqala <u> <,> treddigħ <u fertilità>",71005.0,True,11
2407,71012,H,CAP,Package leaflet,mt,,Sewqan u tħaddim ta’ magni,71005.0,True,12
2408,71013,H,CAP,Package leaflet,mt,,X fih {isem tas-sustanza(i) mhux attiva(i)},71005.0,False,13
2409,71014,H,CAP,Package leaflet,mt,3,Kif gћandek <tieћu><tuża> X,71001.0,True,14
2410,71015,H,CAP,Package leaflet,mt,,Użu fit-tfal <u fl-adolexxenti>,71014.0,False,15
2411,71016,H,CAP,Package leaflet,mt,,Jekk <tieħu> <tuża> X aktar milli suppost>,71014.0,False,16
2412,71017,H,CAP,Package leaflet,mt,,Jekk tinsa <tieħu> <tuża> X,71014.0,False,17
2413,71018,H,CAP,Package leaflet,mt,,Jekk tieqaf <tieħu> <tuża> X,71014.0,False,18
2414,71019,H,CAP,Package leaflet,mt,4,Effetti sekondarji possibbli,71001.0,True,19
2415,71020,H,CAP,Package leaflet,mt,,Effetti sekondarji oħra fit-tfal <u l-adolexxenti>,71019.0,False,20
2416,71021,H,CAP,Package leaflet,mt,,Rappurtar tal-effetti sekondarji,71019.0,True,21
2417,71022,H,CAP,Package leaflet,mt,5,Kif taħżen X,71001.0,True,22
2418,71023,H,CAP,Package leaflet,mt,6,Kontenut tal-pakkett u informazzjoni oħra,71001.0,True,23
2419,71024,H,CAP,Package leaflet,mt,,X’fih X,71023.0,True,24
2420,71025,H,CAP,Package leaflet,mt,,Kif jidher X u l-kontenut tal-pakkett,71023.0,True,25
2421,71026,H,CAP,Package leaflet,mt,,Detentur tal-Awtorizzazzjoni għat-Tqegħid fis-Suq u l-Manifattur,71023.0,True,26
2422,71027,H,CAP,Package leaflet,mt,,"Għal kull tagħrif dwar din il-mediċina, jekk jogħġbok ikkuntattja lir-rappreżentant lokali tad-Detentur tal-Awtorizzazzjoni għat-Tqegħid fis-Suq:",71023.0,False,27
2423,71028,H,CAP,Package leaflet,mt,,Dan il-fuljett kien rivedut l-aħħar f’ <{XX/SSSS} ><{xahar SSSS} >.,71023.0,True,28
2424,71029,H,CAP,Package leaflet,mt,,Sorsi oħra ta’ informazzjoni,71023.0,False,29
2425,71030,H,CAP,Package leaflet,mt,,It-tagħrif li jmiss qed jingħata biss għall-professjonisti tal-kura tas-saħħa biss:,71001.0,False,30
2426,72001,H,CAP,SmPC,nl,,SAMENVATTING VAN DE PRODUCTKENMERKEN,,True,1
